Year,Period,State,ANSI,Affected by,% of Impact,state_code
2018,OCT THRU DEC,Idaho,16,Covid,31.9,ID
2017,JAN THRU MAR,Idaho,16,Tuberculosis,12.5,ID
2017,JAN THRU MAR,Idaho,16,Other,8.9,ID
2017,JAN THRU MAR,Idaho,16,Malaria,4.8,ID
2017,JAN THRU MAR,Idaho,16,Viral fever,6.7,ID
2017,JAN THRU MAR,Idaho,16,Unknown,4.9,ID
2017,JAN THRU MAR,Idaho,16,Covid,39.8,ID
2017,APR THRU JUN,Idaho,16,Tuberculosis,6.5,ID
2017,APR THRU JUN,Idaho,16,Other,13.7,ID
2017,APR THRU JUN,Idaho,16,Malaria,6,ID
2017,APR THRU JUN,Idaho,16,Viral fever,6.7,ID
2017,APR THRU JUN,Idaho,16,Unknown,0.3,ID
2017,APR THRU JUN,Idaho,16,Covid,25.5,ID
2017,JUL THRU SEP,Idaho,16,Tuberculosis,1.7,ID
2017,JUL THRU SEP,Idaho,16,Other,2.2,ID
2017,JUL THRU SEP,Idaho,16,Malaria,10,ID
2017,JUL THRU SEP,Idaho,16,Viral fever,5.2,ID
2017,JUL THRU SEP,Idaho,16,Unknown,6.4,ID
2017,JUL THRU SEP,Idaho,16,Covid,46.8,ID
2017,OCT THRU DEC,Idaho,16,Tuberculosis,4.3,ID
2017,OCT THRU DEC,Idaho,16,Other,2.8,ID
2017,OCT THRU DEC,Idaho,16,Malaria,4,ID
2017,OCT THRU DEC,Idaho,16,Viral fever,0.6,ID
2017,OCT THRU DEC,Idaho,16,Unknown,4.5,ID
2017,OCT THRU DEC,Idaho,16,Covid,38.9,ID
2021,JAN THRU MAR,Illinois,17,Tuberculosis,3.1,IL
2021,JAN THRU MAR,Illinois,17,Other,15.5,IL
2021,JAN THRU MAR,Illinois,17,Malaria,0.7,IL
2021,JAN THRU MAR,Illinois,17,Viral fever,14.7,IL
2021,JAN THRU MAR,Illinois,17,Unknown,10.1,IL
2021,JAN THRU MAR,Illinois,17,Covid,33.3,IL
2020,JAN THRU MAR,Illinois,17,Tuberculosis,3.6,IL
2020,JAN THRU MAR,Illinois,17,Other,10.4,IL
2020,JAN THRU MAR,Illinois,17,Malaria,3.5,IL
2020,JAN THRU MAR,Illinois,17,Viral fever,11.2,IL
2020,JAN THRU MAR,Illinois,17,Unknown,10.9,IL
2020,JAN THRU MAR,Illinois,17,Covid,25.7,IL
2020,APR THRU JUN,Illinois,17,Tuberculosis,6.7,IL
2020,APR THRU JUN,Illinois,17,Other,9.9,IL
2020,APR THRU JUN,Illinois,17,Malaria,6.6,IL
2020,APR THRU JUN,Illinois,17,Viral fever,7.8,IL
2020,APR THRU JUN,Illinois,17,Unknown,2.4,IL
2020,APR THRU JUN,Illinois,17,Covid,13.7,IL
2020,JUL THRU SEP,Illinois,17,Tuberculosis,2.1,IL
2020,JUL THRU SEP,Illinois,17,Other,1.5,IL
2020,JUL THRU SEP,Illinois,17,Malaria,5.1,IL
2020,JUL THRU SEP,Illinois,17,Viral fever,10.6,IL
2020,JUL THRU SEP,Illinois,17,Unknown,7,IL
2020,JUL THRU SEP,Illinois,17,Covid,21.2,IL
2020,OCT THRU DEC,Illinois,17,Tuberculosis,2.4,IL
2020,OCT THRU DEC,Illinois,17,Other,6.9,IL
2020,OCT THRU DEC,Illinois,17,Malaria,2.8,IL
2020,OCT THRU DEC,Illinois,17,Viral fever,13.1,IL
2020,OCT THRU DEC,Illinois,17,Unknown,5.7,IL
2020,OCT THRU DEC,Illinois,17,Covid,27.2,IL
2019,JAN THRU MAR,Illinois,17,Tuberculosis,0.5,IL
2019,JAN THRU MAR,Illinois,17,Other,9.9,IL
2019,JAN THRU MAR,Illinois,17,Malaria,3.7,IL
2019,JAN THRU MAR,Illinois,17,Viral fever,13.1,IL
2019,JAN THRU MAR,Illinois,17,Unknown,8,IL
2019,JAN THRU MAR,Illinois,17,Covid,21.2,IL
2019,APR THRU JUN,Illinois,17,Tuberculosis,0.7,IL
2019,APR THRU JUN,Illinois,17,Other,5.6,IL
2019,APR THRU JUN,Illinois,17,Malaria,3,IL
2019,APR THRU JUN,Illinois,17,Viral fever,4.3,IL
2019,APR THRU JUN,Illinois,17,Unknown,1.5,IL
2019,APR THRU JUN,Illinois,17,Covid,11.3,IL
2019,JUL THRU SEP,Illinois,17,Tuberculosis,2.8,IL
2019,JUL THRU SEP,Illinois,17,Other,4.6,IL
2019,JUL THRU SEP,Illinois,17,Malaria,2.8,IL
2019,JUL THRU SEP,Illinois,17,Viral fever,14.2,IL
2019,JUL THRU SEP,Illinois,17,Unknown,3.3,IL
2019,JUL THRU SEP,Illinois,17,Covid,29.9,IL
2019,OCT THRU DEC,Illinois,17,Tuberculosis,0.8,IL
2019,OCT THRU DEC,Illinois,17,Other,4.9,IL
2019,OCT THRU DEC,Illinois,17,Malaria,7.9,IL
2019,OCT THRU DEC,Illinois,17,Viral fever,10.2,IL
2019,OCT THRU DEC,Illinois,17,Unknown,4.9,IL
2019,OCT THRU DEC,Illinois,17,Covid,28.9,IL
2018,JAN THRU MAR,Illinois,17,Tuberculosis,0.3,IL
2018,JAN THRU MAR,Illinois,17,Other,4.6,IL
2018,JAN THRU MAR,Illinois,17,Malaria,2.6,IL
2018,JAN THRU MAR,Illinois,17,Viral fever,6.4,IL
2018,JAN THRU MAR,Illinois,17,Unknown,8.6,IL
2018,JAN THRU MAR,Illinois,17,Covid,12.4,IL
2018,APR THRU JUN,Illinois,17,Tuberculosis,2,IL
2018,APR THRU JUN,Illinois,17,Other,4.7,IL
2018,APR THRU JUN,Illinois,17,Malaria,3.1,IL
2018,APR THRU JUN,Illinois,17,Viral fever,4.4,IL
2018,APR THRU JUN,Illinois,17,Unknown,2.1,IL
2018,APR THRU JUN,Illinois,17,Covid,11.4,IL
2018,JUL THRU SEP,Illinois,17,Tuberculosis,0.7,IL
2018,JUL THRU SEP,Illinois,17,Other,2.9,IL
2018,JUL THRU SEP,Illinois,17,Malaria,4.3,IL
2018,JUL THRU SEP,Illinois,17,Viral fever,7.9,IL
2018,JUL THRU SEP,Illinois,17,Unknown,1.6,IL
2018,JUL THRU SEP,Illinois,17,Covid,17.4,IL
2018,OCT THRU DEC,Illinois,17,Tuberculosis,1.2,IL
2018,OCT THRU DEC,Illinois,17,Other,3.9,IL
2018,OCT THRU DEC,Illinois,17,Malaria,5.6,IL
2018,OCT THRU DEC,Illinois,17,Viral fever,11.7,IL
2018,OCT THRU DEC,Illinois,17,Unknown,4.8,IL
2018,OCT THRU DEC,Illinois,17,Covid,27.8,IL
2017,JAN THRU MAR,Illinois,17,Tuberculosis,0.7,IL
2017,JAN THRU MAR,Illinois,17,Other,12.6,IL
2017,JAN THRU MAR,Illinois,17,Malaria,0.4,IL
2017,JAN THRU MAR,Illinois,17,Viral fever,6.9,IL
2017,JAN THRU MAR,Illinois,17,Unknown,11.6,IL
2017,JAN THRU MAR,Illinois,17,Covid,12.3,IL
2017,APR THRU JUN,Illinois,17,Tuberculosis,0.2,IL
2017,APR THRU JUN,Illinois,17,Other,2.3,IL
2017,APR THRU JUN,Illinois,17,Malaria,2.5,IL
2017,APR THRU JUN,Illinois,17,Viral fever,3.7,IL
2017,APR THRU JUN,Illinois,17,Unknown,2.4,IL
2017,APR THRU JUN,Illinois,17,Covid,10.3,IL
2017,JUL THRU SEP,Illinois,17,Tuberculosis,0.6,IL
2017,JUL THRU SEP,Illinois,17,Other,3.4,IL
2017,JUL THRU SEP,Illinois,17,Malaria,0.4,IL
2017,JUL THRU SEP,Illinois,17,Viral fever,3,IL
2017,JUL THRU SEP,Illinois,17,Unknown,1,IL
2017,JUL THRU SEP,Illinois,17,Covid,7.7,IL
2017,OCT THRU DEC,Illinois,17,Tuberculosis,0.3,IL
2017,OCT THRU DEC,Illinois,17,Other,1,IL
2017,OCT THRU DEC,Illinois,17,Malaria,0.9,IL
2017,OCT THRU DEC,Illinois,17,Viral fever,2.5,IL
2017,OCT THRU DEC,Illinois,17,Unknown,3.1,IL
2017,OCT THRU DEC,Illinois,17,Covid,9.4,IL
2021,JAN THRU MAR,Indiana,18,Tuberculosis,2.6,IN
2021,JAN THRU MAR,Indiana,18,Other,7.1,IN
2021,JAN THRU MAR,Indiana,18,Malaria,5.5,IN
2021,JAN THRU MAR,Indiana,18,Viral fever,8.8,IN
2021,JAN THRU MAR,Indiana,18,Unknown,1.7,IN
2021,JAN THRU MAR,Indiana,18,Covid,15.6,IN
2020,JAN THRU MAR,Indiana,18,Tuberculosis,3,IN
2020,JAN THRU MAR,Indiana,18,Other,9.9,IN
2020,JAN THRU MAR,Indiana,18,Malaria,0.5,IN
2020,JAN THRU MAR,Indiana,18,Viral fever,8.3,IN
2020,JAN THRU MAR,Indiana,18,Unknown,3.7,IN
2020,JAN THRU MAR,Indiana,18,Covid,33.4,IN
2020,APR THRU JUN,Indiana,18,Tuberculosis,0.4,IN
2020,APR THRU JUN,Indiana,18,Other,1.3,IN
2020,APR THRU JUN,Indiana,18,Malaria,4.5,IN
2020,APR THRU JUN,Indiana,18,Viral fever,3.5,IN
2020,APR THRU JUN,Indiana,18,Unknown,1.1,IN
2020,APR THRU JUN,Indiana,18,Covid,78,IN
2020,JUL THRU SEP,Indiana,18,Tuberculosis,1.4,IN
2020,JUL THRU SEP,Indiana,18,Other,5,IN
2020,JUL THRU SEP,Indiana,18,Malaria,20.6,IN
2020,JUL THRU SEP,Indiana,18,Viral fever,12.2,IN
2020,JUL THRU SEP,Indiana,18,Unknown,0.5,IN
2020,JUL THRU SEP,Indiana,18,Covid,29.5,IN
2020,OCT THRU DEC,Indiana,18,Tuberculosis,23.8,IN
2020,OCT THRU DEC,Indiana,18,Other,35.4,IN
2020,OCT THRU DEC,Indiana,18,Malaria,64.6,IN
2020,OCT THRU DEC,Indiana,18,Viral fever,21.3,IN
2020,OCT THRU DEC,Indiana,18,Unknown,2.3,IN
2020,OCT THRU DEC,Indiana,18,Covid,51.3,IN
2019,JAN THRU MAR,Indiana,18,Tuberculosis,5.2,IN
2019,JAN THRU MAR,Indiana,18,Other,10.4,IN
2019,JAN THRU MAR,Indiana,18,Malaria,4.1,IN
2019,JAN THRU MAR,Indiana,18,Viral fever,8,IN
2019,JAN THRU MAR,Indiana,18,Unknown,7.1,IN
2019,JAN THRU MAR,Indiana,18,Covid,15.8,IN
2019,APR THRU JUN,Indiana,18,Tuberculosis,0.1,IN
2019,APR THRU JUN,Indiana,18,Other,8.6,IN
2019,APR THRU JUN,Indiana,18,Malaria,43.3,IN
2019,APR THRU JUN,Indiana,18,Viral fever,2.1,IN
2019,APR THRU JUN,Indiana,18,Unknown,1.2,IN
2019,APR THRU JUN,Indiana,18,Covid,5.5,IN
2019,JUL THRU SEP,Indiana,18,Tuberculosis,0.4,IN
2019,JUL THRU SEP,Indiana,18,Other,3.8,IN
2019,JUL THRU SEP,Indiana,18,Malaria,3.9,IN
2019,JUL THRU SEP,Indiana,18,Viral fever,5.9,IN
2019,JUL THRU SEP,Indiana,18,Unknown,2,IN
2019,JUL THRU SEP,Indiana,18,Covid,13.9,IN
2019,OCT THRU DEC,Indiana,18,Tuberculosis,1.7,IN
2019,OCT THRU DEC,Indiana,18,Other,3.9,IN
2019,OCT THRU DEC,Indiana,18,Malaria,0.7,IN
2019,OCT THRU DEC,Indiana,18,Viral fever,5.6,IN
2019,OCT THRU DEC,Indiana,18,Unknown,8,IN
2019,OCT THRU DEC,Indiana,18,Covid,23.5,IN
2018,JAN THRU MAR,Indiana,18,Tuberculosis,0.9,IN
2018,JAN THRU MAR,Indiana,18,Other,7.2,IN
2018,JAN THRU MAR,Indiana,18,Malaria,0.3,IN
2018,JAN THRU MAR,Indiana,18,Viral fever,3.7,IN
2018,JAN THRU MAR,Indiana,18,Unknown,5.5,IN
2018,JAN THRU MAR,Indiana,18,Covid,17.4,IN
2018,APR THRU JUN,Indiana,18,Tuberculosis,0,IN
2018,APR THRU JUN,Indiana,18,Other,2.8,IN
2018,APR THRU JUN,Indiana,18,Malaria,2.1,IN
2018,APR THRU JUN,Indiana,18,Viral fever,2.9,IN
2018,APR THRU JUN,Indiana,18,Unknown,4.3,IN
2018,APR THRU JUN,Indiana,18,Covid,12.5,IN
2018,JUL THRU SEP,Indiana,18,Tuberculosis,1.2,IN
2018,JUL THRU SEP,Indiana,18,Other,2.5,IN
2018,JUL THRU SEP,Indiana,18,Malaria,0.6,IN
2018,JUL THRU SEP,Indiana,18,Viral fever,12.4,IN
2018,JUL THRU SEP,Indiana,18,Unknown,1.2,IN
2018,JUL THRU SEP,Indiana,18,Covid,50.4,IN
2018,OCT THRU DEC,Indiana,18,Tuberculosis,0.2,IN
2018,OCT THRU DEC,Indiana,18,Other,1,IN
2018,OCT THRU DEC,Indiana,18,Malaria,1.4,IN
2018,OCT THRU DEC,Indiana,18,Viral fever,9.6,IN
2018,OCT THRU DEC,Indiana,18,Unknown,3.8,IN
2018,OCT THRU DEC,Indiana,18,Covid,28.2,IN
2017,JAN THRU MAR,Indiana,18,Tuberculosis,0.2,IN
2017,JAN THRU MAR,Indiana,18,Other,22.3,IN
2017,JAN THRU MAR,Indiana,18,Malaria,0.3,IN
2017,JAN THRU MAR,Indiana,18,Viral fever,0.3,IN
2017,JAN THRU MAR,Indiana,18,Unknown,11.7,IN
2017,JAN THRU MAR,Indiana,18,Covid,20.7,IN
2017,APR THRU JUN,Indiana,18,Tuberculosis,7,IN
2017,APR THRU JUN,Indiana,18,Other,4.4,IN
2017,APR THRU JUN,Indiana,18,Malaria,0.5,IN
2017,APR THRU JUN,Indiana,18,Viral fever,1.8,IN
2017,APR THRU JUN,Indiana,18,Unknown,2,IN
2017,APR THRU JUN,Indiana,18,Covid,15.4,IN
2017,JUL THRU SEP,Indiana,18,Tuberculosis,4.8,IN
2017,JUL THRU SEP,Indiana,18,Other,1,IN
2017,JUL THRU SEP,Indiana,18,Malaria,8.2,IN
2017,JUL THRU SEP,Indiana,18,Viral fever,10.3,IN
2017,JUL THRU SEP,Indiana,18,Unknown,6.2,IN
2017,JUL THRU SEP,Indiana,18,Covid,13.7,IN
2017,OCT THRU DEC,Indiana,18,Tuberculosis,6.3,IN
2017,OCT THRU DEC,Indiana,18,Other,0.6,IN
2017,OCT THRU DEC,Indiana,18,Malaria,0.1,IN
2017,OCT THRU DEC,Indiana,18,Viral fever,0.5,IN
2017,OCT THRU DEC,Indiana,18,Unknown,3.7,IN
2017,OCT THRU DEC,Indiana,18,Covid,15.1,IN
2021,JAN THRU MAR,Iowa,19,Tuberculosis,0.6,IA
2021,JAN THRU MAR,Iowa,19,Other,7.7,IA
2021,JAN THRU MAR,Iowa,19,Malaria,0.3,IA
2021,JAN THRU MAR,Iowa,19,Viral fever,1.7,IA
2021,JAN THRU MAR,Iowa,19,Unknown,3.5,IA
2021,JAN THRU MAR,Iowa,19,Covid,34.8,IA
2020,JAN THRU MAR,Iowa,19,Tuberculosis,0.3,IA
2020,JAN THRU MAR,Iowa,19,Other,0.6,IA
2020,JAN THRU MAR,Iowa,19,Malaria,0.6,IA
2020,JAN THRU MAR,Iowa,19,Viral fever,1.1,IA
2020,JAN THRU MAR,Iowa,19,Unknown,1.4,IA
2020,JAN THRU MAR,Iowa,19,Covid,5.3,IA
2020,APR THRU JUN,Iowa,19,Tuberculosis,0.9,IA
2020,APR THRU JUN,Iowa,19,Other,8.4,IA
2020,APR THRU JUN,Iowa,19,Malaria,7.9,IA
2020,APR THRU JUN,Iowa,19,Viral fever,9.3,IA
2020,APR THRU JUN,Iowa,19,Unknown,0.3,IA
2020,APR THRU JUN,Iowa,19,Covid,12.7,IA
2020,JUL THRU SEP,Iowa,19,Tuberculosis,8.5,IA
2020,JUL THRU SEP,Iowa,19,Other,1.9,IA
2020,JUL THRU SEP,Iowa,19,Malaria,0.4,IA
2020,JUL THRU SEP,Iowa,19,Viral fever,9.8,IA
2020,JUL THRU SEP,Iowa,19,Unknown,0.4,IA
2020,JUL THRU SEP,Iowa,19,Covid,29.9,IA
2020,OCT THRU DEC,Iowa,19,Tuberculosis,8.9,IA
2020,OCT THRU DEC,Iowa,19,Other,29.4,IA
2020,OCT THRU DEC,Iowa,19,Malaria,31.6,IA
2020,OCT THRU DEC,Iowa,19,Viral fever,27.2,IA
2020,OCT THRU DEC,Iowa,19,Unknown,5.6,IA
2020,OCT THRU DEC,Iowa,19,Covid,55.1,IA
2019,JAN THRU MAR,Iowa,19,Tuberculosis,8.4,IA
2019,JAN THRU MAR,Iowa,19,Other,11.9,IA
2019,JAN THRU MAR,Iowa,19,Malaria,12,IA
2019,JAN THRU MAR,Iowa,19,Viral fever,8.3,IA
2019,JAN THRU MAR,Iowa,19,Unknown,11.7,IA
2019,JAN THRU MAR,Iowa,19,Covid,33.6,IA
2019,APR THRU JUN,Iowa,19,Tuberculosis,7.5,IA
2019,APR THRU JUN,Iowa,19,Other,8.1,IA
2019,APR THRU JUN,Iowa,19,Malaria,26.6,IA
2019,APR THRU JUN,Iowa,19,Viral fever,27.6,IA
2019,APR THRU JUN,Iowa,19,Unknown,0.9,IA
2019,APR THRU JUN,Iowa,19,Covid,39.3,IA
2019,JUL THRU SEP,Iowa,19,Tuberculosis,2.4,IA
2019,JUL THRU SEP,Iowa,19,Other,4,IA
2019,JUL THRU SEP,Iowa,19,Malaria,3.9,IA
2019,JUL THRU SEP,Iowa,19,Viral fever,7.2,IA
2019,JUL THRU SEP,Iowa,19,Unknown,2.2,IA
2019,JUL THRU SEP,Iowa,19,Covid,17.2,IA
2019,OCT THRU DEC,Iowa,19,Tuberculosis,12.3,IA
2019,OCT THRU DEC,Iowa,19,Other,17.9,IA
2019,OCT THRU DEC,Iowa,19,Malaria,32.6,IA
2019,OCT THRU DEC,Iowa,19,Viral fever,25.5,IA
2019,OCT THRU DEC,Iowa,19,Unknown,5.5,IA
2019,OCT THRU DEC,Iowa,19,Covid,61,IA
2018,JAN THRU MAR,Iowa,19,Tuberculosis,13.8,IA
2018,JAN THRU MAR,Iowa,19,Other,24,IA
2018,JAN THRU MAR,Iowa,19,Malaria,2.7,IA
2018,JAN THRU MAR,Iowa,19,Viral fever,14.4,IA
2018,JAN THRU MAR,Iowa,19,Unknown,4.8,IA
2018,JAN THRU MAR,Iowa,19,Covid,52.8,IA
2018,APR THRU JUN,Iowa,19,Tuberculosis,18.7,IA
2018,APR THRU JUN,Iowa,19,Other,6,IA
2018,APR THRU JUN,Iowa,19,Malaria,0.6,IA
2018,APR THRU JUN,Iowa,19,Viral fever,17.8,IA
2018,APR THRU JUN,Iowa,19,Unknown,5.7,IA
2018,APR THRU JUN,Iowa,19,Covid,23.5,IA
2018,JUL THRU SEP,Iowa,19,Tuberculosis,0.8,IA
2018,JUL THRU SEP,Iowa,19,Other,2.4,IA
2018,JUL THRU SEP,Iowa,19,Malaria,16.7,IA
2018,JUL THRU SEP,Iowa,19,Viral fever,3.4,IA
2018,JUL THRU SEP,Iowa,19,Unknown,5.6,IA
2018,JUL THRU SEP,Iowa,19,Covid,32.6,IA
2018,OCT THRU DEC,Iowa,19,Tuberculosis,8.9,IA
2018,OCT THRU DEC,Iowa,19,Other,11.4,IA
2018,OCT THRU DEC,Iowa,19,Malaria,9,IA
2018,OCT THRU DEC,Iowa,19,Viral fever,9.8,IA
2018,OCT THRU DEC,Iowa,19,Unknown,6.3,IA
2018,OCT THRU DEC,Iowa,19,Covid,18.7,IA
2017,JAN THRU MAR,Iowa,19,Tuberculosis,4.6,IA
2017,JAN THRU MAR,Iowa,19,Other,18,IA
2017,JAN THRU MAR,Iowa,19,Malaria,3.4,IA
2017,JAN THRU MAR,Iowa,19,Viral fever,0.7,IA
2017,JAN THRU MAR,Iowa,19,Unknown,3.4,IA
2017,JAN THRU MAR,Iowa,19,Covid,26,IA
2017,APR THRU JUN,Iowa,19,Tuberculosis,2.9,IA
2017,APR THRU JUN,Iowa,19,Other,2.7,IA
2017,APR THRU JUN,Iowa,19,Malaria,7.8,IA
2017,APR THRU JUN,Iowa,19,Viral fever,5.1,IA
2017,APR THRU JUN,Iowa,19,Unknown,1.9,IA
2017,APR THRU JUN,Iowa,19,Covid,21.5,IA
2017,JUL THRU SEP,Iowa,19,Tuberculosis,0.1,IA
2017,JUL THRU SEP,Iowa,19,Other,5.6,IA
2017,JUL THRU SEP,Iowa,19,Malaria,4.7,IA
2017,JUL THRU SEP,Iowa,19,Viral fever,5.8,IA
2017,JUL THRU SEP,Iowa,19,Unknown,3.4,IA
2017,JUL THRU SEP,Iowa,19,Covid,17.4,IA
2017,OCT THRU DEC,Iowa,19,Tuberculosis,0.6,IA
2017,OCT THRU DEC,Iowa,19,Other,24.8,IA
2017,OCT THRU DEC,Iowa,19,Malaria,6.4,IA
2017,OCT THRU DEC,Iowa,19,Viral fever,0.9,IA
2017,OCT THRU DEC,Iowa,19,Unknown,1.4,IA
2017,OCT THRU DEC,Iowa,19,Covid,53.4,IA
2021,JAN THRU MAR,Kansas,20,Tuberculosis,2.5,KS
2021,JAN THRU MAR,Kansas,20,Other,21.6,KS
2021,JAN THRU MAR,Kansas,20,Malaria,12.2,KS
2021,JAN THRU MAR,Kansas,20,Viral fever,7.8,KS
2021,JAN THRU MAR,Kansas,20,Unknown,4,KS
2021,JAN THRU MAR,Kansas,20,Covid,92,KS
2020,JAN THRU MAR,Kansas,20,Tuberculosis,1,KS
2020,JAN THRU MAR,Kansas,20,Other,27.9,KS
2020,JAN THRU MAR,Kansas,20,Malaria,4.3,KS
2020,JAN THRU MAR,Kansas,20,Viral fever,20.3,KS
2020,JAN THRU MAR,Kansas,20,Unknown,9.1,KS
2020,JAN THRU MAR,Kansas,20,Covid,63,KS
2020,APR THRU JUN,Kansas,20,Tuberculosis,1.3,KS
2020,APR THRU JUN,Kansas,20,Other,2.1,KS
2020,APR THRU JUN,Kansas,20,Malaria,24.9,KS
2020,APR THRU JUN,Kansas,20,Viral fever,31.6,KS
2020,APR THRU JUN,Kansas,20,Unknown,1.6,KS
2020,APR THRU JUN,Kansas,20,Covid,42.8,KS
2020,JUL THRU SEP,Kansas,20,Tuberculosis,6.6,KS
2020,JUL THRU SEP,Kansas,20,Other,23.7,KS
2020,JUL THRU SEP,Kansas,20,Malaria,8,KS
2020,JUL THRU SEP,Kansas,20,Viral fever,51.1,KS
2020,JUL THRU SEP,Kansas,20,Unknown,7.9,KS
2020,JUL THRU SEP,Kansas,20,Covid,76.8,KS
2020,OCT THRU DEC,Kansas,20,Tuberculosis,26,KS
2020,OCT THRU DEC,Kansas,20,Other,1.6,KS
2020,OCT THRU DEC,Kansas,20,Malaria,43.7,KS
2020,OCT THRU DEC,Kansas,20,Viral fever,31.3,KS
2020,OCT THRU DEC,Kansas,20,Unknown,26.4,KS
2020,OCT THRU DEC,Kansas,20,Covid,62,KS
2019,JAN THRU MAR,Kansas,20,Tuberculosis,0,KS
2019,JAN THRU MAR,Kansas,20,Other,16.4,KS
2019,JAN THRU MAR,Kansas,20,Malaria,3.6,KS
2019,JAN THRU MAR,Kansas,20,Viral fever,3,KS
2019,JAN THRU MAR,Kansas,20,Unknown,14.3,KS
2019,JAN THRU MAR,Kansas,20,Covid,47.2,KS
2019,APR THRU JUN,Kansas,20,Tuberculosis,0.7,KS
2019,APR THRU JUN,Kansas,20,Other,1.7,KS
2019,APR THRU JUN,Kansas,20,Malaria,22.6,KS
2019,APR THRU JUN,Kansas,20,Viral fever,8.5,KS
2019,APR THRU JUN,Kansas,20,Unknown,6.4,KS
2019,APR THRU JUN,Kansas,20,Covid,17.3,KS
2019,JUL THRU SEP,Kansas,20,Tuberculosis,14.8,KS
2019,JUL THRU SEP,Kansas,20,Other,1.1,KS
2019,JUL THRU SEP,Kansas,20,Malaria,20.3,KS
2019,JUL THRU SEP,Kansas,20,Viral fever,52.6,KS
2019,JUL THRU SEP,Kansas,20,Unknown,7.4,KS
2019,JUL THRU SEP,Kansas,20,Covid,65.4,KS
2019,OCT THRU DEC,Kansas,20,Tuberculosis,3.3,KS
2019,OCT THRU DEC,Kansas,20,Other,0.6,KS
2019,OCT THRU DEC,Kansas,20,Malaria,8.6,KS
2019,OCT THRU DEC,Kansas,20,Viral fever,7.7,KS
2019,OCT THRU DEC,Kansas,20,Unknown,10.2,KS
2019,OCT THRU DEC,Kansas,20,Covid,17.9,KS
2018,JAN THRU MAR,Kansas,20,Tuberculosis,0.1,KS
2018,JAN THRU MAR,Kansas,20,Other,2.4,KS
2018,JAN THRU MAR,Kansas,20,Malaria,1.1,KS
2018,JAN THRU MAR,Kansas,20,Viral fever,10,KS
2018,JAN THRU MAR,Kansas,20,Unknown,5.4,KS
2018,JAN THRU MAR,Kansas,20,Covid,30.3,KS
2018,APR THRU JUN,Kansas,20,Tuberculosis,2.8,KS
2018,APR THRU JUN,Kansas,20,Other,3.7,KS
2018,APR THRU JUN,Kansas,20,Malaria,8.3,KS
2018,APR THRU JUN,Kansas,20,Viral fever,11.6,KS
2018,APR THRU JUN,Kansas,20,Unknown,1.8,KS
2018,APR THRU JUN,Kansas,20,Covid,47.3,KS
2018,JUL THRU SEP,Kansas,20,Tuberculosis,14.1,KS
2018,JUL THRU SEP,Kansas,20,Other,4.5,KS
2018,JUL THRU SEP,Kansas,20,Malaria,29.1,KS
2018,JUL THRU SEP,Kansas,20,Viral fever,25.5,KS
2018,JUL THRU SEP,Kansas,20,Unknown,2.6,KS
2018,JUL THRU SEP,Kansas,20,Covid,42.8,KS
2018,OCT THRU DEC,Kansas,20,Tuberculosis,0.3,KS
2018,OCT THRU DEC,Kansas,20,Other,5.1,KS
2018,OCT THRU DEC,Kansas,20,Malaria,3.1,KS
2018,OCT THRU DEC,Kansas,20,Viral fever,8.3,KS
2018,OCT THRU DEC,Kansas,20,Unknown,1.4,KS
2018,OCT THRU DEC,Kansas,20,Covid,29.2,KS
2017,JAN THRU MAR,Kansas,20,Tuberculosis,1.1,KS
2017,JAN THRU MAR,Kansas,20,Other,9.5,KS
2017,JAN THRU MAR,Kansas,20,Malaria,14.2,KS
2017,JAN THRU MAR,Kansas,20,Viral fever,1.3,KS
2017,JAN THRU MAR,Kansas,20,Unknown,3.4,KS
2017,JAN THRU MAR,Kansas,20,Covid,32.7,KS
2017,APR THRU JUN,Kansas,20,Tuberculosis,0.9,KS
2017,APR THRU JUN,Kansas,20,Other,3.5,KS
2017,APR THRU JUN,Kansas,20,Malaria,0.1,KS
2017,APR THRU JUN,Kansas,20,Viral fever,2.4,KS
2017,APR THRU JUN,Kansas,20,Unknown,4.9,KS
2017,APR THRU JUN,Kansas,20,Covid,14.4,KS
2017,JUL THRU SEP,Kansas,20,Tuberculosis,0.2,KS
2017,JUL THRU SEP,Kansas,20,Other,14.8,KS
2017,JUL THRU SEP,Kansas,20,Malaria,14.1,KS
2017,JUL THRU SEP,Kansas,20,Viral fever,16.2,KS
2017,JUL THRU SEP,Kansas,20,Unknown,1.7,KS
2017,JUL THRU SEP,Kansas,20,Covid,22.5,KS
2017,OCT THRU DEC,Kansas,20,Tuberculosis,0.2,KS
2017,OCT THRU DEC,Kansas,20,Other,33.9,KS
2017,OCT THRU DEC,Kansas,20,Malaria,25.1,KS
2017,OCT THRU DEC,Kansas,20,Viral fever,24.8,KS
2017,OCT THRU DEC,Kansas,20,Unknown,19,KS
2017,OCT THRU DEC,Kansas,20,Covid,44.5,KS
2021,JAN THRU MAR,Kentucky,21,Tuberculosis,0.1,KY
2021,JAN THRU MAR,Kentucky,21,Other,10.7,KY
2021,JAN THRU MAR,Kentucky,21,Malaria,5.3,KY
2021,JAN THRU MAR,Kentucky,21,Viral fever,12.9,KY
2021,JAN THRU MAR,Kentucky,21,Unknown,4.6,KY
2021,JAN THRU MAR,Kentucky,21,Covid,21.6,KY
